color,1,2,3,4,5,6,7,8
0,-0.29052082,-0.29026577,0.68003154,-0.8392901,-0.54050946,0.23754025,0.06020997,0.6449923000000001
0,-0.10935473,-5.6136235999999995,-1.6452163,-0.11351505,2.6663237,-1.5799571000000001,8.940494000000001,0.30005074
0,0.33603317,-5.614946,-1.5461083999999998,-0.29279453,2.8664744,-1.3487811,9.054853999999999,0.43613765
0,0.5494401,-0.16389410000000001,1.4398243,0.1624737,-0.39883563,0.55430704,0.12144596,0.1847459
0,-0.18978968,0.014394931000000001,1.038518,0.5273397,-1.5858223,0.37137216,0.9535587,-0.15229602
0,-0.20100725,-0.03728823,0.8017588000000001,0.41813287,-1.462293,0.33332583,0.64036196,-0.18577605
0,-0.20189758,-0.2976692,0.14563122,-1.0563344,-1.5033213,0.7392217,1.6195408000000002,-0.78038657
0,0.17388114,-0.053814463,0.33765817,-0.7291472,-1.5051054,0.71642566,1.5145688999999998,-0.7078894
0,-0.22490557,-0.25453368,0.12140815,-0.9570284,-1.3885518000000001,0.70586145,1.6658938,-0.6814153000000001
0,-0.5478345,-0.2704546,0.09808718400000001,-0.9434239,-1.3275875,0.5191269000000001,1.3834879,-0.63862115
0,-0.07929969,-6.7405715,-3.1268907,1.116644,-1.1747285,2.3653548,6.896621000000001,-2.9650686
0,-0.50542426,-6.6853704,-3.2454877,1.1360714,-1.2541478000000001,2.0229833,7.081094,-2.9637133999999996
0,0.17234933,-0.8137233,0.42447299999999993,0.5267754,-2.229158,0.34549326,0.32718533,-0.6589507
0,0.09420966,-0.48025987,0.52622867,0.38394818,-1.8441613000000001,0.23951825,0.29441044,-0.41891268
0,-1.3023098999999998,-8.60468,3.6072989,-0.4205755,4.7720623,-2.1785471000000003,0.5708321,-1.8716631000000001
0,-1.3009909,-8.584633,3.6065322999999996,-0.3937503,4.8933654,-2.0452147000000003,0.6948871999999999,-1.8410773
0,-1.2670236000000001,-8.402061,3.4191196,-0.42724082,4.682191400000001,-2.0627313000000003,0.632842,-1.7046459999999999
0,-1.3534441000000001,-8.631646,3.5337129000000003,-0.43433279999999996,4.752631,-2.144109,0.62909895,-1.7990682
0,-1.2835885,-8.681662,3.5181892,-0.38170403,4.777010400000001,-2.1514822999999996,0.60593104,-1.8196855
0,-1.2486843,-8.605844,3.7735522000000006,-0.5604011,4.934059599999999,-2.2046669999999997,0.6159239000000001,-1.808893
0,-1.4940764,-8.51497,3.5720482000000002,-0.45052879999999995,4.9246099999999995,-2.0411221999999998,0.7214282,-1.6619055
0,-0.31948350000000003,-1.2936393,1.9107777,1.5452641000000003,-1.3947562,0.44826987,-0.16315995,-1.1079302
0,-0.58582103,-1.4707595,1.9459407,1.7446766,-0.8424733,0.42364657,-0.081079304,-1.1437001
0,-0.07548205,-1.049723,1.8168392,1.1304988999999999,-1.826691,0.33510306,-0.17797887,-1.1229825
0,-0.340044,-1.303518,1.9130251,1.4503495000000002,-1.2411391999999999,0.37333190000000005,-0.20686129999999997,-1.1323341999999998
0,1.1179357,-1.4777917999999999,0.68488276,-0.83763397,-2.1885026,2.0878272,0.34567514,1.0617437
0,1.1724223,-1.0573051000000002,0.50348306,-0.48139325,-1.6653101000000003,1.236905,0.16973166,0.57207316
0,1.2991662,-1.5168256000000002,0.6911254,-1.0109716999999998,-2.1873374,2.18437,0.43047228,1.0373523
0,1.2570416000000002,-1.3304466000000001,0.7038236,-1.0185115,-2.1461139,1.9738102,0.5219452,1.102476
0,-0.30571592,-0.12736897,0.4209446,0.2719674,-1.6454208,0.70326173,1.3482383,-0.44256923
0,-0.40112603,-0.23594494,0.3154035,0.12848984,-1.6344943,0.85631484,1.7777953000000002,-0.6159640000000001
0,-0.29530916,-0.23561260000000003,0.1821948,-0.05217925,-1.2737969999999998,0.9614315999999999,1.7880995,-0.57162917
0,-0.027555437999999998,-0.0045298054,-0.028630976000000002,0.018363709,-0.03681849,-0.03885691,-0.026677877000000003,-0.047547415
0,5.382093,-5.425127,3.0885074,-4.6877904,2.4887059,0.7875177,2.5927417,-4.5111349999999995
0,5.1653595,-5.219147,3.0300808,-4.5053267,2.4235818,0.7583034000000001,2.5226119,-4.3346496
0,5.1257267,-5.4497743,2.983269,-4.511969000000001,2.6307584999999998,0.8555210999999999,2.664483,-4.467182599999999
0,5.553937,-5.5914307,3.3244674,-4.662104599999999,2.658617,0.62808496,2.6294557999999997,-4.673188
0,5.238775,-5.3030534000000005,3.0134504,-4.5420547,2.4980142000000005,0.9314761999999999,2.5824552000000005,-4.3493114
0,-0.29592395,-0.61748797,0.42030537,-0.11253599,-0.6801425,0.9438757,0.11231227,0.49888003
0,-0.24681993,-0.32630458,0.37405609999999995,-0.07660030599999999,-1.1055118,0.6457024,0.23613627,0.27681714
0,1.1167337,-0.62380165,0.31303063,0.13334636,-1.6181108999999998,1.067708,0.8441059999999999,0.13561738
0,1.2923759,-0.68083906,0.35232848,0.017231047,-1.6972654999999999,1.0434278000000001,0.8195655999999999,0.12949744
0,0.83817375,-0.46453747,0.21546648,-0.014493591,-1.5497411,0.71346116,0.65355104,-0.07484438
0,1.0650468000000002,-0.6315206,0.3390869,0.06819837,-1.6958872,1.0829083000000002,0.87240946,0.13392939999999998
0,0.87132996,-0.6276547,0.3478246,0.1264005,-1.3154478,0.9432889999999999,0.29374656,0.08597504
0,-0.35541904,-0.748107,0.9550468000000001,-0.14983884,-1.4129412000000001,0.49436784,-0.41630766,-0.8396494000000001
